name	abbreviation	equation	lowbnd	uppbnd	Present	obj_coef	rule	Knockout cost	Knockin cost	ProteinClass	subSystem
UDP-N-acetyl-D-mannosamine oxidoreductase	UACMAMO	[c] : h2o + (2) nad + uacmam --> (3) h + (2) nadh + uacmamu	0	Inf	1	0	Gmet_1994	1	1	WecC	Cell Envelope Biosynthesis
UDP-N-acetylglucosamine 2-epimerase	UAG2E	[c] : uacgam <==> uacmam	-Inf	Inf	1	0	Gmet_1504, Gmet_1489	1	1	YvyH1, YvyH2	Lipid & Cell Wall Metabolism
UDP-N-acetyl-D-glucosamine 2-epimerase (Hydrolysis)	UAG2EMA	[c] : h2o + uacgam <==> acmana + h + udp	-Inf	Inf	1	0	Gmet_1504, Gmet_1489	1	1	YvyH2, YvyH1	Lipid & Cell Wall Metabolism
UDP-N-acetylglucosamine 1-carboxyvinyltransferase	UAGCVT	[c] : pep + uacgam --> pi + uaccg	0	Inf	1	0	Gmet_0382	1	1	MurAA	Lipid & Cell Wall Metabolism
UDP-N-acetylglucosamine diphosphorylase	UAGDP	[c] : acgam1p + h + utp --> ppi + uacgam	0	Inf	1	0	Gmet_0103	1	1	GlmU	Lipid & Cell Wall Metabolism
UDP-N-acetylglucosamine-N-acetylmuramyl-(pentapeptide)pyrophosphoryl-undecaprenol N-acetylglucosamine transferase	UAGPT3	[c] : uacgam + uagmda --> h + uaagmda + udp	0	Inf	1	0	Gmet_0412	1	1	MurG	Lipid & Cell Wall Metabolism
UDP-N-acetylmuramoyl-L-alanyl-D-glutamate synthetase	UAMAGS	[c] : atp + glu-D + uama --> adp + h + pi + uamag	0	Inf	1	0	Gmet_0410	1	1	MurD	Lipid & Cell Wall Metabolism
UDP-N-acetylmuramoyl-L-alanine synthetase	UAMAS	[c] : ala-L + atp + uamr --> adp + h + pi + uama	0	Inf	1	0	Gmet_0413	1	1	MurC	Lipid & Cell Wall Metabolism
UDP-N-acetylenolpyruvoylglucosamine reductase	UAPGR	[c] : h + nadph + uaccg --> nadp + uamr	0	Inf	1	0	Gmet_0414	1	1	MurB	Lipid & Cell Wall Metabolism
undecaprenyl-diphosphatase	UDCPDP	[c] : h2o + udcpdp --> h + pi + udcpp	0	Inf	1	0	Gmet_3133	1	1	BacA	Nucleotide Metabolism
undecaprenyl-diphosphate synthase	UDPDPS	[c] : decdp + ipdp --> ppi + udcpdp	0	Inf	1	0	Gmet_1254	1	1	UppS	Lipid & Cell Wall Metabolism
UDPglucose 4-epimerase	UDPG4E	[c] : udpg <==> udpgal	-Inf	Inf	1	0	Gmet_2329, Gmet_1486	1	1	GalE, GalE1	Lipid & Cell Wall Metabolism
UDPglucose 6-dehydrogenase	UDPGD	[c] : h2o + (2) nad + udpg <==> (3) h + (2) nadh + udpglcur	-Inf	Inf	1	0	Gmet_1430	1	1	Ugd	Lipid & Cell Wall Metabolism
UDP-N-acetylmuramoyl-L-alanyl-D-glutamyl-meso-2,6-diaminopimeloyl-D-alanyl-D-alanine synthetase	UGMDDS	[c] : alaala + atp + ugmd --> adp + h + pi + ugmda	0	Inf	1	0	Gmet_0408	1	1	MurFec	Cell Envelope Biosynthesis
UDP-2,3-bis(3-hydroxytetradecanoyl)glucosamine  acyl transferase	UGSAT	[c] : ACP + h + u23ga <==> 3htdACP + u3hga	-Inf	Inf	1	0	Gmet_2355	1	1	LpxD	Lipid & Cell Wall Metabolism
UDP-3-0-acyl N-acetylglucosamine deacetylase	UHGADA	[c] : h2o + u3aga --> ac + u3hga	0	Inf	1	0	Gmet_2607	1	1	LpxC	Lipid & Cell Wall Metabolism
uroporphyrinogen methyltransferase	UPP3MT	[c] : (2) amet + uppg3 --> (2) ahcys + (2) h + shcl	0	Inf	1	0	Gmet_3235	1	1	HemD	Vitamins & Cofactor Biosynthesis
uroporphyrinogen-III synthase	UPP3S	[c] : hmbil --> h2o + uppg3	0	Inf	1	0	Gmet_3235	1	1	HemD	Vitamins & Cofactor Biosynthesis
uroporphyrinogen decarboxylase (uroporphyrinogen III)	UPPDC1	[c] : (4) h + uppg3 --> (4) co2 + cpppg3	0	Inf	1	0	Gmet_2750, Gmet_0016	1	1	HemE, UroD	Vitamins & Cofactor Biosynthesis
UDP-L-rhamnose:flavonol-3-O-D-glucoside L-rhamnosyltransferase	URFGTT	[c] : 2ombz + amet --> 2ommb + ahcys + h	0	Inf	1	0	Gmet_1167	1	1	UbiE	Cofactor and Prosthetic Group Biosynthesis
uridylate kinase (UMP)	URIDK1	[c] : atp + ump --> adp + udp	0	Inf	1	0	Gmet_1252	1	1	PyrH	Nucleotide Metabolism
uridylate kinase (dUMP)	URIDK2	[c] : atp + dump --> adp + dudp	0	Inf	1	0	Gmet_1252	1	1	PyrH	Nucleotide Metabolism
L-valine transport via ABC system	VALabc	atp[c] + h2o[c] + val-L[e] --> adp[c] + h[c] + pi[c] + val-L[c]	0	Inf	1	0	Gmet_1823_OR_Gmet_1822_OR_Gmet_1819_OR_Gmet_1821_OR_Gmet_1820	1	1	AzlCD	Transport
valine transaminase	VALTA	[c] : akg + val-L <==> 3mob + glu-L	-Inf	Inf	1	0	Gmet_2853	1	1	IlvE	Amino Acid Metabolism
Valyl-tRNA synthetase	VALTRS	[c] : atp + trnaval + val-L --> amp + ppi + valtrna	0	Inf	1	0	Gmet_0956	1	1	ValS	Amino Acid Metabolism
tungstate transporter	WO4abc	atp[c] + h2o[c] + wo4[e] <==> adp[c] + h[c] + pi[c] + wo4[c]	-Inf	Inf	1	0	Gmet_1041_OR_Gmet_1039_OR_Gmet_1040	1	1	TupABC	Transport
XTP pyrophosphatase	XTPASE	[c] : h2o + xtp --> h + ppi + xmp	0	Inf	1	0	Gmet_1875	1	1	IxpP	Nucleotide Metabolism
zinc transport in via ABC system	ZN2abc2	atp[c] + h2o[c] + zn2[e] --> adp[c] + h[c] + pi[c] + zn2[c]	0	Inf	1	0	Gmet_0491, Gmet_0493, Gmet_0492	1	1	ZnuB+ZnuC+ZnuA	Transport
zinc transport out via antiport	ZN2t4	h[e] + k[e] + zn2[c] --> h[c] + k[c] + zn2[e]	0	Inf	1	0	Gmet_3508_OR_Gmet_3509_OR_Gmet_3507	1	1	CzcA	Transport
L-Cysteate exchange	EX_Lcyst(e)	[e] : Lcyst <==>	0	Inf	1	0		1	1		Energy Metabolism
Acetate exchange	EX_ac(e)	[e] : ac <==>	-20	Inf	1	0		1	1		Transport
Antimonite exchange	EX_antim(e)	[e] : antim <==>	0	Inf	1	0		1	1		Transport
Arsenate exchange	EX_arsna(e)	[e] : arsna <==>	0	Inf	1	0		1	1		Cofactor and Prosthetic Group Biosynthesis
arsenite exchange	EX_arsni2(e)	[e] : arsni2 <==>	0	Inf	1	0		1	1		Transport
Butyrate (n-C4:0) exchange	EX_but(e)	[e] : but <==>	0	Inf	1	0		1	1		Cofactor and Prosthetic Group Biosynthesis
butanesulfonate exchange	EX_buts(e)	[e] : buts <==>	0	Inf	1	0		1	1		Transport
Benzoate exchange	EX_bz(e)	[e] : bz <==>	0	Inf	1	0		1	1		Other
Benzaldehyde exchange	EX_bzal(e)	[e] : bzal <==>	0	Inf	1	0		1	1		Transport
Benzyl alcohol exchange	EX_bzalc(e)	[e] : bzalc <==>	0	Inf	1	0		1	1		Energy Metabolism
Calcium exchange	EX_ca2(e)	[e] : ca2 <==>	-Inf	Inf	1	0		1	1		Carbohydrate Metabolism
Cadmium exchange	EX_cd2(e)	[e] : cd2 <==>	-Inf	Inf	1	0		1	1		Transport, Extracellular
Chloride exchange	EX_cl(e)	[e] : cl <==>	-Inf	Inf	1	0		1	1		Transport
CO2 exchange	EX_co2(e)	[e] : co2 <==>	-Inf	Inf	1	0		1	1		Amino Acid Metabolism
Co2+ exchange	EX_cobalt2(e)	[e] : cobalt2 <==>	-Inf	Inf	1	0		1	1		Cofactor and Prosthetic Group Biosynthesis
chromate exchange	EX_cro4(e)	[e] : cro4 <==>	0	Inf	1	0		1	1		Fatty Acid Metabolism
Cresol exchange	EX_crsol(e)	[e] : 4crsol <==>	0	Inf	1	0		1	1		Fatty Acid Metabolism
Cu2+ exchange	EX_cu2(e)	[e] : cu2 <==>	-Inf	Inf	1	0		1	1		Fatty Acid Metabolism
ethanesulfonate exchange	EX_eths(e)	[e] : eths <==>	0	Inf	1	0		1	1		Fatty Acid Metabolism
Ethanol exchange	EX_etoh(e)	[e] : etoh <==>	0	Inf	1	0		1	1		Fatty Acid Metabolism
Fe2+ exchange	EX_fe2(e)	[e] : fe2 <==>	0	Inf	1	1		1	1		Transport
Fe3+ exchange	EX_fe3(e)	[e] : fe3 <==>	-Inf	Inf	1	0		1	1		Aromatic Compound degradation
Formate exchange	EX_for(e)	[e] : for <==>	0	Inf	1	0		1	1		Valine, Leucine, and Isoleucine Metabolism
D-Galacturonate exchange	EX_galur(e)	[e] : galur <==>	0	Inf	1	0		1	1		Valine, Leucine, and Isoleucine Metabolism
D-Glucuronate exchange	EX_glcur(e)	[e] : glcur <==>	0	Inf	1	0		1	1		Valine, Leucine, and Isoleucine Metabolism
H+ exchange	EX_h(e)	[e] : h <==>	-Inf	Inf	1	0		1	1		Amino Acid Metabolism
H2 exchange	EX_h2(e)	[e] : h2 <==>	0	Inf	1	0		1	1		Transport
H2O exchange	EX_h2o(e)	[e] : h2o <==>	-Inf	Inf	1	0		1	1		Cofactor and Prosthetic Group Biosynthesis
Hydrogen sulfide exchange	EX_h2s(e)	[e] : h2s <==>	0	Inf	1	0		1	1		Amino Acid Metabolism
hexanesulfonate exchange	EX_hexs(e)	[e] : hexs <==>	0	Inf	1	0		1	1		Amino Acid Metabolism
L-Isoleucine exchange	EX_ile-L(e)	[e] : ile-L <==>	0	Inf	1	0		1	1		
Isethionate exchange	EX_istnt(e)	[e] : istnt <==>	0	Inf	1	0		1	1		
K+ exchange	EX_k(e)	[e] : k <==>	-Inf	Inf	1	0		1	1		
L-Leucine exchange	EX_leu-L(e)	[e] : leu-L <==>	0	Inf	1	0		1	1		
L-Lysine exchange	EX_lys-L(e)	[e] : lys-L <==>	0	Inf	1	0		1	1		
Mg exchange	EX_mg2(e)	[e] : mg2 <==>	-Inf	Inf	1	0		1	1		
Mn2+ exchange	EX_mn2(e)	[e] : mn2 <==>	-Inf	Inf	1	0		1	1		
Molybdate exchange	EX_mobd(e)	[e] : mobd <==>	-Inf	Inf	1	0		1	1		
MOPS exchange	EX_mops(e)	[e] : mops <==>	0	Inf	1	0		1	1		
Methanesulfonate exchange	EX_mso3(e)	[e] : mso3 <==>	0	Inf	1	0		1	1		
N2 exchange	EX_n2(e)	[e] : n2 <==>	-Inf	Inf	1	0		1	1		
Sodium exchange	EX_na1(e)	[e] : na1 <==>	-Inf	Inf	1	0		1	1		
Ammonium exchange	EX_nh4(e)	[e] : nh4 <==>	-Inf	Inf	1	0		1	1		
Ni2+ exchange	EX_ni2(e)	[e] : ni2 <==>	-Inf	Inf	1	0		1	1		
Nitrite exchange	EX_no2(e)	[e] : no2 <==>	0	Inf	1	0		1	1		
Nitrate exchange	EX_no3(e)	[e] : no3 <==>	0	Inf	1	0		1	1		
Oxalate exchange	EX_oxa(e)	[e] : oxa <==>	0	Inf	1	0		1	1		
Phenylacetate exchange	EX_pheac(e)	[e] : pheac <==>	0	Inf	1	0		1	1		
Phenol exchange	EX_phenol(e)	[e] : phenol <==>	0	Inf	1	0		1	1		
Phosphate exchange	EX_pi(e)	[e] : pi <==>	-Inf	Inf	1	0		1	1		
L-Proline exchange	EX_pro-L(e)	[e] : pro-L <==>	0	Inf	1	0		1	1		
Pyruvate exchange	EX_pyr(e)	[e] : pyr <==>	0	Inf	1	0		1	1		
Sulfate exchange	EX_so4(e)	[e] : so4 <==>	-Inf	Inf	1	0		1	1		
Disulfide exchange	EX_ss(e)	[e] : ss <==>	0	Inf	1	0		1	1		
Sulfoacetate exchange	EX_sula(e)	[e] : sula <==>	0	Inf	1	0		1	1		
Taurine exchange	EX_taur(e)	[e] : taur <==>	0	Inf	1	0		1	1		
Toluene exchange	EX_tol(e)	[e] : tol <==>	0	Inf	1	0		1	1		
L-Valine exchange	EX_val-L(e)	[e] : val-L <==>	0	Inf	1	0		1	1		
tungstate exchange	EX_wo4(e)	[e] : wo4 <==>	0	Inf	1	0		1	1		
Zinc exchange	EX_zn2(e)	[e] : zn2 <==>	0	Inf	1	0		1	1		
Biomass composition	biomass	[c] : (0.022284123) 26dap-M + (0.0177014) 3pg + (0.021845986) akg + (0.022284123) ala-D + (0.372353129) ala-L + (0.20157662) arg-L + (0.164274185) asn-L + (0.164274185) asp-L + (46.718804) atp + (0.000940527) ca2 + (0.040129178) ctp + (0.062409843) cys-L + (0.020714) datp + (0.020714656) dctp + (0.020714656) dgtp + (0.020714656) dttp + (0.001307241) fa1 + (0.062391063) fa3 + (0.002733323) fa4 + (0.011170971) fa9 + (0.191964286) g3p + (0.026552099) g6p + (0.17933863) gln-L + (0.022284123) glu-D + (0.17933863) glu-L + (0.417500331) gly + (0.925925926) glycogen + (0.064652564) gtp + (13.07392627) h2o + (0.225997835) hdca + (0.276897481) hdcea + (0.064561907) his-L + (0.197989848) ile-L + (0.221964448) k + (0.307027735) leu-L + (0.233857574) lys-L + (0.10473376) met-L + (0.031977929) mg2 + (0.0177014) nad + (0.056687258) nadph + (0.061393371) nh4 + (0.003862304) ocdca + (0.023114403) ocdcea + (0.0177014) pep + (0.126254396) phe-L + (0.28381802) ppi + (0.150644449) pro-L + (0.0177014) r5p + (0.471859373) ser-L + (0.17288244) thr-L + (0.038737144) trp-L + (0.021391222) ttdca + (0.093973442) tyr-L + (0.034085056) uacgam + (0.022284123) uamr + (0.011800933) udpg + (0.043314033) utp + (0.288376518) val-L --> (46.666254) adp + (46.70524) h + (0.0177014) nadh + (0.056687) nadp + (46.714415) pi	0.06	Inf	1	0		1	1		
